Sample Name, Sample-3
Time, March 10 15:05:27 2023
Operator, Smith
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 0.5nm
Sample Filter, 5
memo, 
223.5, 0.8688, 13.53
224.0, 0.8587, 13.85
224.5, 0.8486, 14.17
225.0, 0.8385, 14.51
225.5, 0.8287, 14.83
226.0, 0.8187, 15.18
226.5, 0.8084, 15.55
227.0, 0.7991, 15.88
227.5, 0.7897, 16.23
228.0, 0.7800, 16.60
228.5, 0.7704, 16.96
229.0, 0.7609, 17.34
229.5, 0.7509, 17.75
230.0, 0.7404, 18.18
230.5, 0.7305, 18.60
231.0, 0.7203, 19.04
231.5, 0.7099, 19.50
232.0, 0.6994, 19.98
232.5, 0.6896, 20.44
233.0, 0.6797, 20.91
233.5, 0.6702, 21.37
234.0, 0.6604, 21.86
234.5, 0.6505, 22.36
235.0, 0.6410, 22.86
235.5, 0.6323, 23.32
236.0, 0.6235, 23.79
236.5, 0.6150, 24.27
237.0, 0.6069, 24.72
237.5, 0.5991, 25.17
238.0, 0.5916, 25.61
238.5, 0.5844, 26.04
239.0, 0.5772, 26.47
239.5, 0.5708, 26.87
240.0, 0.5645, 27.26
240.5, 0.5587, 27.63
241.0, 0.5529, 28.00
241.5, 0.5477, 28.33
242.0, 0.5427, 28.66
242.5, 0.5379, 28.98
243.0, 0.5334, 29.28
243.5, 0.5289, 29.59
244.0, 0.5246, 29.88
244.5, 0.5203, 30.18
245.0, 0.5164, 30.45
245.5, 0.5124, 30.73
246.0, 0.5088, 30.99
246.5, 0.5056, 31.22
247.0, 0.5023, 31.45
247.5, 0.4993, 31.67
248.0, 0.4964, 31.88
248.5, 0.4933, 32.11
249.0, 0.4904, 32.33
249.5, 0.4876, 32.54
250.0, 0.4847, 32.75
250.5, 0.4819, 32.97
251.0, 0.4792, 33.17
251.5, 0.4768, 33.36
252.0, 0.4744, 33.54
252.5, 0.4722, 33.72
253.0, 0.4700, 33.88
253.5, 0.4677, 34.07
254.0, 0.4655, 34.24
254.5, 0.4623, 34.49
255.0, 0.4602, 34.66
255.5, 0.4581, 34.83
256.0, 0.4561, 34.98
256.5, 0.4542, 35.14
257.0, 0.4523, 35.30
257.5, 0.4507, 35.43
258.0, 0.4489, 35.57
258.5, 0.4472, 35.71
259.0, 0.4454, 35.86
259.5, 0.4435, 36.02
260.0, 0.4420, 36.14
260.5, 0.4402, 36.29
261.0, 0.4386, 36.42
261.5, 0.4371, 36.55
262.0, 0.4356, 36.67
262.5, 0.4343, 36.79
263.0, 0.4328, 36.92
263.5, 0.4313, 37.04
264.0, 0.4300, 37.16
264.5, 0.4284, 37.29
265.0, 0.4271, 37.40
265.5, 0.4258, 37.51
266.0, 0.4246, 37.62
266.5, 0.4233, 37.73
267.0, 0.4222, 37.83
267.5, 0.4210, 37.93
268.0, 0.4198, 38.03
268.5, 0.4185, 38.15
269.0, 0.4172, 38.26
269.5, 0.4161, 38.37
270.0, 0.4148, 38.48
270.5, 0.4137, 38.58
271.0, 0.4126, 38.67
271.5, 0.4114, 38.78
272.0, 0.4106, 38.85
272.5, 0.4095, 38.95
273.0, 0.4082, 39.06
273.5, 0.4072, 39.16
274.0, 0.4058, 39.28
274.5, 0.4047, 39.38
275.0, 0.4035, 39.49
275.5, 0.4024, 39.59
276.0, 0.4012, 39.70
276.5, 0.4002, 39.79
277.0, 0.3993, 39.88
277.5, 0.3981, 39.99
278.0, 0.3969, 40.09
278.5, 0.3956, 40.22
279.0, 0.3942, 40.34
279.5, 0.3929, 40.47
280.0, 0.3917, 40.58
280.5, 0.3904, 40.70
281.0, 0.3892, 40.82
281.5, 0.3880, 40.92
282.0, 0.3868, 41.04
282.5, 0.3855, 41.17
283.0, 0.3842, 41.29
283.5, 0.3827, 41.43
284.0, 0.3811, 41.58
284.5, 0.3795, 41.73
285.0, 0.3781, 41.87
285.5, 0.3764, 42.04
286.0, 0.3747, 42.20
286.5, 0.3731, 42.35
287.0, 0.3713, 42.53
287.5, 0.3697, 42.69
288.0, 0.3679, 42.86
288.5, 0.3662, 43.03
289.0, 0.3644, 43.21
289.5, 0.3626, 43.39
290.0, 0.3609, 43.56
290.5, 0.3593, 43.73
291.0, 0.3577, 43.88
291.5, 0.3559, 44.07
292.0, 0.3544, 44.22
292.5, 0.3527, 44.39
293.0, 0.3509, 44.58
293.5, 0.3491, 44.76
294.0, 0.3474, 44.94
294.5, 0.3457, 45.11
295.0, 0.3440, 45.29
295.5, 0.3425, 45.45
296.0, 0.3410, 45.60
296.5, 0.3395, 45.76
297.0, 0.3382, 45.90
297.5, 0.3365, 46.08
298.0, 0.3349, 46.25
298.5, 0.3334, 46.40
299.0, 0.3321, 46.55
299.5, 0.3306, 46.71
300.0, 0.3294, 46.84
300.5, 0.3282, 46.97
301.0, 0.3271, 47.08
301.5, 0.3259, 47.22
302.0, 0.3247, 47.35
302.5, 0.3234, 47.49
303.0, 0.3221, 47.64
303.5, 0.3208, 47.78
304.0, 0.3196, 47.91
304.5, 0.3185, 48.03
305.0, 0.3174, 48.15
305.5, 0.3163, 48.27
306.0, 0.3154, 48.38
306.5, 0.3141, 48.51
307.0, 0.3131, 48.63
307.5, 0.3121, 48.74
308.0, 0.3109, 48.87
308.5, 0.3098, 49.00
309.0, 0.3088, 49.12
309.5, 0.3077, 49.23
310.0, 0.3068, 49.34
310.5, 0.3059, 49.44
311.0, 0.3050, 49.54
311.5, 0.3041, 49.65
312.0, 0.3031, 49.76
312.5, 0.3021, 49.88
313.0, 0.3012, 49.99
313.5, 0.3001, 50.10
314.0, 0.2993, 50.19
314.5, 0.2985, 50.29
315.0, 0.2976, 50.39
315.5, 0.2968, 50.49
316.0, 0.2961, 50.57
316.5, 0.2952, 50.68
317.0, 0.2942, 50.79
317.5, 0.2934, 50.89
318.0, 0.2925, 50.99
318.5, 0.2916, 51.10
319.0, 0.2909, 51.19
319.5, 0.2898, 51.31
320.0, 0.2892, 51.39
320.5, 0.2885, 51.47
321.0, 0.2877, 51.56
321.5, 0.2868, 51.66
322.0, 0.2860, 51.76
322.5, 0.2851, 51.87
323.0, 0.2842, 51.97
323.5, 0.2834, 52.07
324.0, 0.2827, 52.16
324.5, 0.2818, 52.26
325.0, 0.2812, 52.34
325.5, 0.2806, 52.41
326.0, 0.2798, 52.50
326.5, 0.2790, 52.60
327.0, 0.2781, 52.71
327.5, 0.2774, 52.80
328.0, 0.2766, 52.90
328.5, 0.2758, 52.99
329.0, 0.2749, 53.10
329.5, 0.2742, 53.19
330.0, 0.2735, 53.27
330.5, 0.2731, 53.32
331.0, 0.2723, 53.42
331.5, 0.2715, 53.52
332.0, 0.2707, 53.62
332.5, 0.2699, 53.72
333.0, 0.2692, 53.81
333.5, 0.2685, 53.89
334.0, 0.2678, 53.98
334.5, 0.2670, 54.07
335.0, 0.2665, 54.14
335.5, 0.2658, 54.23
336.0, 0.2650, 54.32
336.5, 0.2643, 54.41
337.0, 0.2636, 54.50
337.5, 0.2627, 54.62
338.0, 0.2621, 54.69
338.5, 0.2616, 54.76
339.0, 0.2609, 54.84
339.5, 0.2596, 55.00
340.0, 0.2590, 55.09
340.5, 0.2586, 55.13
341.0, 0.2580, 55.21
341.5, 0.2574, 55.28
342.0, 0.2567, 55.38
342.5, 0.2561, 55.46
343.0, 0.2553, 55.56
343.5, 0.2549, 55.61
344.0, 0.2540, 55.72
344.5, 0.2534, 55.79
345.0, 0.2525, 55.90
345.5, 0.2520, 55.97
346.0, 0.2516, 56.03
346.5, 0.2508, 56.13
347.0, 0.2501, 56.22
347.5, 0.2495, 56.30
348.0, 0.2489, 56.38
348.5, 0.2484, 56.44
349.0, 0.2476, 56.55
349.5, 0.2470, 56.63
350.0, 0.2464, 56.71
350.5, 0.2457, 56.79
351.0, 0.2455, 56.82
351.5, 0.2448, 56.91
352.0, 0.2441, 57.01
352.5, 0.2434, 57.10
353.0, 0.2428, 57.17
353.5, 0.2422, 57.25
354.0, 0.2416, 57.33
354.5, 0.2410, 57.41
355.0, 0.2404, 57.49
355.5, 0.2400, 57.55
356.0, 0.2394, 57.62
356.5, 0.2388, 57.70
357.0, 0.2383, 57.78
357.5, 0.2376, 57.86
358.0, 0.2369, 57.95
358.5, 0.2364, 58.03
359.0, 0.2358, 58.11
359.5, 0.2350, 58.21
360.0, 0.2346, 58.27
360.5, 0.2341, 58.33
361.0, 0.2336, 58.40
361.5, 0.2331, 58.46
362.0, 0.2324, 58.56
362.5, 0.2319, 58.62
363.0, 0.2315, 58.69
363.5, 0.2308, 58.77
364.0, 0.2303, 58.85
364.5, 0.2296, 58.94
365.0, 0.2293, 58.98
365.5, 0.2286, 59.07
366.0, 0.2281, 59.14
366.5, 0.2276, 59.20
367.0, 0.2272, 59.27
367.5, 0.2265, 59.36
368.0, 0.2261, 59.42
368.5, 0.2253, 59.53
369.0, 0.2250, 59.56
369.5, 0.2245, 59.64
370.0, 0.2241, 59.69
370.5, 0.2236, 59.76
371.0, 0.2230, 59.84
371.5, 0.2224, 59.92
372.0, 0.2217, 60.02
372.5, 0.2213, 60.08
373.0, 0.2209, 60.13
373.5, 0.2205, 60.18
374.0, 0.2198, 60.28
374.5, 0.2194, 60.34
375.0, 0.2189, 60.42
375.5, 0.2186, 60.45
376.0, 0.2181, 60.52
376.5, 0.2176, 60.59
377.0, 0.2169, 60.68
377.5, 0.2166, 60.73
378.0, 0.2163, 60.78
378.5, 0.2157, 60.86
379.0, 0.2151, 60.93
379.5, 0.2146, 61.01
380.0, 0.2141, 61.07
380.5, 0.2139, 61.11
381.0, 0.2135, 61.16
381.5, 0.2127, 61.28
382.0, 0.2123, 61.33
382.5, 0.2120, 61.38
383.0, 0.2116, 61.44
383.5, 0.2110, 61.51
384.0, 0.2104, 61.60
384.5, 0.2100, 61.66
385.0, 0.2096, 61.71
385.5, 0.2093, 61.76
386.0, 0.2088, 61.82
386.5, 0.2082, 61.91
387.0, 0.2079, 61.96
387.5, 0.2074, 62.03
388.0, 0.2070, 62.08
388.5, 0.2064, 62.17
389.0, 0.2060, 62.24
389.5, 0.2056, 62.29
390.0, 0.2052, 62.35
390.5, 0.2049, 62.39
391.0, 0.2045, 62.45
391.5, 0.2039, 62.53
392.0, 0.2035, 62.59
392.5, 0.2032, 62.63
393.0, 0.2029, 62.68
393.5, 0.2023, 62.76
394.0, 0.2017, 62.84
394.5, 0.2015, 62.88
395.0, 0.2011, 62.93
395.5, 0.2008, 62.97
396.0, 0.2001, 63.08
396.5, 0.1998, 63.13
397.0, 0.1993, 63.19
397.5, 0.1991, 63.23
398.0, 0.1986, 63.30
398.5, 0.1982, 63.36
399.0, 0.1977, 63.43
399.5, 0.1974, 63.48
400.0, 0.1970, 63.53
400.5, 0.1966, 63.59
401.0, 0.1961, 63.66
401.5, 0.1958, 63.71
402.0, 0.1954, 63.76
402.5, 0.1951, 63.81
403.0, 0.1946, 63.89
403.5, 0.1941, 63.96
404.0, 0.1937, 64.02
404.5, 0.1934, 64.06
405.0, 0.1930, 64.12
405.5, 0.1926, 64.18
406.0, 0.1922, 64.24
406.5, 0.1918, 64.30
407.0, 0.1915, 64.35
407.5, 0.1911, 64.41
408.0, 0.1907, 64.46
408.5, 0.1903, 64.52
409.0, 0.1899, 64.58
409.5, 0.1896, 64.62
410.0, 0.1893, 64.67
410.5, 0.1889, 64.74
411.0, 0.1884, 64.80
411.5, 0.1880, 64.86
412.0, 0.1878, 64.90
412.5, 0.1874, 64.95
413.0, 0.1870, 65.02
413.5, 0.1866, 65.08
414.0, 0.1861, 65.14
414.5, 0.1858, 65.20
415.0, 0.1855, 65.23
415.5, 0.1852, 65.29
416.0, 0.1848, 65.35
416.5, 0.1844, 65.40
417.0, 0.1841, 65.45
417.5, 0.1837, 65.51
418.0, 0.1833, 65.57
418.5, 0.1830, 65.62
419.0, 0.1826, 65.68
419.5, 0.1822, 65.73
420.0, 0.1819, 65.78
420.5, 0.1815, 65.84
421.0, 0.1812, 65.89
421.5, 0.1809, 65.93
422.0, 0.1806, 65.98
422.5, 0.1802, 66.04
423.0, 0.1798, 66.10
423.5, 0.1794, 66.16
424.0, 0.1791, 66.21
424.5, 0.1788, 66.25
425.0, 0.1785, 66.30
425.5, 0.1781, 66.35
426.0, 0.1777, 66.42
426.5, 0.1775, 66.46
427.0, 0.1771, 66.51
427.5, 0.1767, 66.57
428.0, 0.1764, 66.62
428.5, 0.1761, 66.67
429.0, 0.1759, 66.70
429.5, 0.1755, 66.76
430.0, 0.1751, 66.82
430.5, 0.1748, 66.87
431.0, 0.1745, 66.92
431.5, 0.1741, 66.97
432.0, 0.1738, 67.03
432.5, 0.1735, 67.07
433.0, 0.1732, 67.11
433.5, 0.1728, 67.17
434.0, 0.1725, 67.22
434.5, 0.1722, 67.27
435.0, 0.1719, 67.31
435.5, 0.1717, 67.35
436.0, 0.1713, 67.41
436.5, 0.1709, 67.47
437.0, 0.1706, 67.52
437.5, 0.1703, 67.57
438.0, 0.1700, 67.61
438.5, 0.1697, 67.65
439.0, 0.1695, 67.69
439.5, 0.1691, 67.75
440.0, 0.1688, 67.79
440.5, 0.1685, 67.85
441.0, 0.1682, 67.89
441.5, 0.1678, 67.95
442.0, 0.1675, 68.01
442.5, 0.1672, 68.04
443.0, 0.1669, 68.09
443.5, 0.1667, 68.12
444.0, 0.1664, 68.17
444.5, 0.1660, 68.23
445.0, 0.1658, 68.27
445.5, 0.1655, 68.31
446.0, 0.1652, 68.36
446.5, 0.1647, 68.43
447.0, 0.1645, 68.47
447.5, 0.1642, 68.52
448.0, 0.1640, 68.54
448.5, 0.1637, 68.60
449.0, 0.1634, 68.65
449.5, 0.1631, 68.70
450.0, 0.1630, 68.71
450.5, 0.1624, 68.80
451.0, 0.1621, 68.85
451.5, 0.1620, 68.87
452.0, 0.1615, 68.94
452.5, 0.1613, 68.98
453.0, 0.1610, 69.03
453.5, 0.1607, 69.07
454.0, 0.1605, 69.11
454.5, 0.1601, 69.16
455.0, 0.1598, 69.22
455.5, 0.1595, 69.27
456.0, 0.1593, 69.29
456.5, 0.1590, 69.34
457.0, 0.1587, 69.40
457.5, 0.1584, 69.44
458.0, 0.1582, 69.47
458.5, 0.1579, 69.52
459.0, 0.1577, 69.55
459.5, 0.1574, 69.60
460.0, 0.1571, 69.65
460.5, 0.1568, 69.69
461.0, 0.1566, 69.73
461.5, 0.1562, 69.79
462.0, 0.1560, 69.83
462.5, 0.1556, 69.89
463.0, 0.1554, 69.91
463.5, 0.1552, 69.95
464.0, 0.1550, 69.99
464.5, 0.1546, 70.05
465.0, 0.1544, 70.08
465.5, 0.1541, 70.13
466.0, 0.1539, 70.16
466.5, 0.1535, 70.22
467.0, 0.1533, 70.27
467.5, 0.1530, 70.31
468.0, 0.1528, 70.34
468.5, 0.1526, 70.37
469.0, 0.1523, 70.42
469.5, 0.1520, 70.48
470.0, 0.1517, 70.51
470.5, 0.1515, 70.55
471.0, 0.1512, 70.59
471.5, 0.1510, 70.63
472.0, 0.1507, 70.68
472.5, 0.1505, 70.72
473.0, 0.1502, 70.76
473.5, 0.1501, 70.78
474.0, 0.1497, 70.85
474.5, 0.1494, 70.89
475.0, 0.1491, 70.93
475.5, 0.1489, 70.97
476.0, 0.1487, 71.00
476.5, 0.1484, 71.05
477.0, 0.1482, 71.10
477.5, 0.1479, 71.13
478.0, 0.1478, 71.16
478.5, 0.1475, 71.20
479.0, 0.1473, 71.24
479.5, 0.1469, 71.30
480.0, 0.1468, 71.32
480.5, 0.1465, 71.37
481.0, 0.1463, 71.39
481.5, 0.1460, 71.45
482.0, 0.1459, 71.47
482.5, 0.1456, 71.52
483.0, 0.1453, 71.56
483.5, 0.1451, 71.60
484.0, 0.1448, 71.65
484.5, 0.1445, 71.69
485.0, 0.1443, 71.72
485.5, 0.1441, 71.75
486.0, 0.1439, 71.80
486.5, 0.1436, 71.84
487.0, 0.1434, 71.87
487.5, 0.1432, 71.91
488.0, 0.1430, 71.94
488.5, 0.1427, 72.00
489.0, 0.1424, 72.04
489.5, 0.1422, 72.08
490.0, 0.1420, 72.10
490.5, 0.1418, 72.15
491.0, 0.1416, 72.17
491.5, 0.1413, 72.23
492.0, 0.1411, 72.26
492.5, 0.1408, 72.30
493.0, 0.1406, 72.34
493.5, 0.1404, 72.38
494.0, 0.1401, 72.42
494.5, 0.1399, 72.46
495.0, 0.1397, 72.49
495.5, 0.1396, 72.52
496.0, 0.1393, 72.57
496.5, 0.1390, 72.61
497.0, 0.1389, 72.63
497.5, 0.1387, 72.66
498.0, 0.1384, 72.71
498.5, 0.1381, 72.76
499.0, 0.1379, 72.80
499.5, 0.1377, 72.83
500.0, 0.1375, 72.85
500.5, 0.1373, 72.90
501.0, 0.1371, 72.92
501.5, 0.1369, 72.96
502.0, 0.1366, 73.01
502.5, 0.1364, 73.04
503.0, 0.1362, 73.08
503.5, 0.1360, 73.12
504.0, 0.1357, 73.17
504.5, 0.1356, 73.19
505.0, 0.1354, 73.22
505.5, 0.1352, 73.25
506.0, 0.1350, 73.29
506.5, 0.1349, 73.30
507.0, 0.1347, 73.34
507.5, 0.1344, 73.38
508.0, 0.1342, 73.41
508.5, 0.1340, 73.44
509.0, 0.1338, 73.49
509.5, 0.1336, 73.52
510.0, 0.1334, 73.55
510.5, 0.1332, 73.58
511.0, 0.1331, 73.61
511.5, 0.1327, 73.67
512.0, 0.1326, 73.68
512.5, 0.1325, 73.71
513.0, 0.1324, 73.72
513.5, 0.1320, 73.80
514.0, 0.1319, 73.81
514.5, 0.1316, 73.85
515.0, 0.1315, 73.88
515.5, 0.1313, 73.91
516.0, 0.1311, 73.94
516.5, 0.1307, 74.01
517.0, 0.1307, 74.02
517.5, 0.1304, 74.07
518.0, 0.1303, 74.08
518.5, 0.1301, 74.12
519.0, 0.1298, 74.16
519.5, 0.1296, 74.19
520.0, 0.1295, 74.22
520.5, 0.1293, 74.26
521.0, 0.1291, 74.29
521.5, 0.1289, 74.33
522.0, 0.1287, 74.36
522.5, 0.1286, 74.37
523.0, 0.1284, 74.41
523.5, 0.1281, 74.45
524.0, 0.1280, 74.48
524.5, 0.1278, 74.51
525.0, 0.1276, 74.54
525.5, 0.1274, 74.57
526.0, 0.1272, 74.62
526.5, 0.1270, 74.64
527.0, 0.1268, 74.68
527.5, 0.1267, 74.69
528.0, 0.1264, 74.74
528.5, 0.1263, 74.76
529.0, 0.1261, 74.79
529.5, 0.1260, 74.82
530.0, 0.1258, 74.86
530.5, 0.1256, 74.88
531.0, 0.1254, 74.93
531.5, 0.1252, 74.95
532.0, 0.1250, 74.99
532.5, 0.1248, 75.02
533.0, 0.1246, 75.06
533.5, 0.1244, 75.10
534.0, 0.1243, 75.12
534.5, 0.1241, 75.15
535.0, 0.1240, 75.16
535.5, 0.1237, 75.21
536.0, 0.1235, 75.24
536.5, 0.1234, 75.27
537.0, 0.1232, 75.30
537.5, 0.1231, 75.32
538.0, 0.1229, 75.36
538.5, 0.1227, 75.40
539.0, 0.1226, 75.41
539.5, 0.1222, 75.47
540.0, 0.1223, 75.46
540.5, 0.1219, 75.53
541.0, 0.1218, 75.55
541.5, 0.1215, 75.59
542.0, 0.1215, 75.60
542.5, 0.1213, 75.63
543.0, 0.1211, 75.66
543.5, 0.1210, 75.69
544.0, 0.1208, 75.72
544.5, 0.1207, 75.74
545.0, 0.1205, 75.78
545.5, 0.1203, 75.80
546.0, 0.1201, 75.84
546.5, 0.1198, 75.89
547.0, 0.1198, 75.89
547.5, 0.1196, 75.93
548.0, 0.1195, 75.94
548.5, 0.1192, 75.99
549.0, 0.1191, 76.01
549.5, 0.1190, 76.03
550.0, 0.1188, 76.06
550.5, 0.1186, 76.09
551.0, 0.1185, 76.12
551.5, 0.1183, 76.16
552.0, 0.1182, 76.18
552.5, 0.1180, 76.21
553.0, 0.1178, 76.23
553.5, 0.1177, 76.27
554.0, 0.1175, 76.29
554.5, 0.1174, 76.32
555.0, 0.1172, 76.36
555.5, 0.1171, 76.37
556.0, 0.1169, 76.41
556.5, 0.1168, 76.43
557.0, 0.1166, 76.46
557.5, 0.1165, 76.47
558.0, 0.1163, 76.51
558.5, 0.1162, 76.52
559.0, 0.1160, 76.56
559.5, 0.1158, 76.60
560.0, 0.1156, 76.62
560.5, 0.1155, 76.65
561.0, 0.1153, 76.68
561.5, 0.1151, 76.72
562.0, 0.1150, 76.74
562.5, 0.1148, 76.76
563.0, 0.1147, 76.78
563.5, 0.1146, 76.81
564.0, 0.1144, 76.84
564.5, 0.1143, 76.87
565.0, 0.1141, 76.89
565.5, 0.1140, 76.92
566.0, 0.1138, 76.95
566.5, 0.1137, 76.97
567.0, 0.1136, 76.99
567.5, 0.1134, 77.01
568.0, 0.1133, 77.05
568.5, 0.1131, 77.07
569.0, 0.1128, 77.12
569.5, 0.1128, 77.13
570.0, 0.1126, 77.15
570.5, 0.1125, 77.18
571.0, 0.1122, 77.23
571.5, 0.1122, 77.23
572.0, 0.1120, 77.28
572.5, 0.1119, 77.28
573.0, 0.1118, 77.30
573.5, 0.1116, 77.33
574.0, 0.1115, 77.37
574.5, 0.1114, 77.37
575.0, 0.1112, 77.41
575.5, 0.1111, 77.43
576.0, 0.1109, 77.46
576.5, 0.1108, 77.49
577.0, 0.1106, 77.51
577.5, 0.1105, 77.54
578.0, 0.1104, 77.55
578.5, 0.1095, 77.71
579.0, 0.1095, 77.72
579.5, 0.1094, 77.74
580.0, 0.1093, 77.75
580.5, 0.1091, 77.79
581.0, 0.1091, 77.79
581.5, 0.1089, 77.82
582.0, 0.1088, 77.84
582.5, 0.1087, 77.86
583.0, 0.1086, 77.88
583.5, 0.1085, 77.90
584.0, 0.1084, 77.92
584.5, 0.1082, 77.94
585.0, 0.1081, 77.97
585.5, 0.1080, 77.98
586.0, 0.1080, 77.99
586.5, 0.1078, 78.01
587.0, 0.1076, 78.05
587.5, 0.1075, 78.07
588.0, 0.1074, 78.08
588.5, 0.1073, 78.10
589.0, 0.1072, 78.12
589.5, 0.1071, 78.14
590.0, 0.1069, 78.19
590.5, 0.1068, 78.20
591.0, 0.1067, 78.22
591.5, 0.1065, 78.25
592.0, 0.1065, 78.26
592.5, 0.1062, 78.31
593.0, 0.1061, 78.32
593.5, 0.1060, 78.34
594.0, 0.1059, 78.35
594.5, 0.1058, 78.38
595.0, 0.1056, 78.42
595.5, 0.1054, 78.45
596.0, 0.1054, 78.45
596.5, 0.1052, 78.48
597.0, 0.1051, 78.50
597.5, 0.1049, 78.54
598.0, 0.1049, 78.54
598.5, 0.1047, 78.57
599.0, 0.1046, 78.59
599.5, 0.1044, 78.63
600.0, 0.1043, 78.66
600.5, 0.1042, 78.66
601.0, 0.1041, 78.68
601.5, 0.1040, 78.70
602.0, 0.1038, 78.74
602.5, 0.1038, 78.75
603.0, 0.1035, 78.79
603.5, 0.1036, 78.78
604.0, 0.1033, 78.82
604.5, 0.1032, 78.85
605.0, 0.1030, 78.88
605.5, 0.1030, 78.88
606.0, 0.1029, 78.90
606.5, 0.1027, 78.93
607.0, 0.1025, 78.97
607.5, 0.1024, 78.99
608.0, 0.1024, 79.00
608.5, 0.1022, 79.03
609.0, 0.1021, 79.05
609.5, 0.1020, 79.07
610.0, 0.1019, 79.09
610.5, 0.1018, 79.11
611.0, 0.1016, 79.14
611.5, 0.1015, 79.16
612.0, 0.1014, 79.18
612.5, 0.1012, 79.21
613.0, 0.1011, 79.24
613.5, 0.1010, 79.24
614.0, 0.1009, 79.26
614.5, 0.1008, 79.30
615.0, 0.1007, 79.31
615.5, 0.1006, 79.33
616.0, 0.1004, 79.37
616.5, 0.1003, 79.38
617.0, 0.1002, 79.40
617.5, 0.1001, 79.42
618.0, 0.0999, 79.45
618.5, 0.0999, 79.46
619.0, 0.0997, 79.49
619.5, 0.0996, 79.51
620.0, 0.0995, 79.53
620.5, 0.0994, 79.55
621.0, 0.0993, 79.57
621.5, 0.0992, 79.58
622.0, 0.0991, 79.60
622.5, 0.0990, 79.62
623.0, 0.0988, 79.65
623.5, 0.0988, 79.66
624.0, 0.0986, 79.69
624.5, 0.0985, 79.70
625.0, 0.0984, 79.73
625.5, 0.0983, 79.75
626.0, 0.0981, 79.78
626.5, 0.0980, 79.80
627.0, 0.0980, 79.80
627.5, 0.0978, 79.84
628.0, 0.0977, 79.86
628.5, 0.0976, 79.88
629.0, 0.0975, 79.90
629.5, 0.0974, 79.90
630.0, 0.0973, 79.93
630.5, 0.0971, 79.96
631.0, 0.0970, 79.97
631.5, 0.0969, 80.01
632.0, 0.0968, 80.02
632.5, 0.0967, 80.03
633.0, 0.0967, 80.05
633.5, 0.0965, 80.07
634.0, 0.0964, 80.09
634.5, 0.0963, 80.11
635.0, 0.0961, 80.14
635.5, 0.0960, 80.16
636.0, 0.0959, 80.18
636.5, 0.0959, 80.19
637.0, 0.0957, 80.23
637.5, 0.0956, 80.24
638.0, 0.0954, 80.27
638.5, 0.0954, 80.28
639.0, 0.0954, 80.28
639.5, 0.0952, 80.31
640.0, 0.0952, 80.32
640.5, 0.0950, 80.36
641.0, 0.0949, 80.37
641.5, 0.0947, 80.40
642.0, 0.0947, 80.40
642.5, 0.0946, 80.43
643.0, 0.0945, 80.45
643.5, 0.0944, 80.47
644.0, 0.0942, 80.50
644.5, 0.0941, 80.52
645.0, 0.0940, 80.53
645.5, 0.0939, 80.55
646.0, 0.0939, 80.56
646.5, 0.0937, 80.59
647.0, 0.0936, 80.61
647.5, 0.0935, 80.63
648.0, 0.0934, 80.65
648.5, 0.0933, 80.66
