Sample Name, Sample-2
Time, March 10 15:32:04 2023
Operator, Smith
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 0.5nm
Sample Filter, 5
memo, 
432.0, 0.2028, 62.68
432.5, 0.2028, 62.69
433.0, 0.2027, 62.71
433.5, 0.2025, 62.73
434.0, 0.2025, 62.74
434.5, 0.2024, 62.75
435.0, 0.2024, 62.75
435.5, 0.2023, 62.76
436.0, 0.2022, 62.77
436.5, 0.2022, 62.78
437.0, 0.2020, 62.80
437.5, 0.2020, 62.80
438.0, 0.2019, 62.82
438.5, 0.2019, 62.82
439.0, 0.2018, 62.84
439.5, 0.2018, 62.84
440.0, 0.2016, 62.86
440.5, 0.2016, 62.87
441.0, 0.2015, 62.88
441.5, 0.2015, 62.88
442.0, 0.2013, 62.90
442.5, 0.2013, 62.91
443.0, 0.2012, 62.92
443.5, 0.2012, 62.92
444.0, 0.2012, 62.93
444.5, 0.2010, 62.95
445.0, 0.2011, 62.94
445.5, 0.2010, 62.95
446.0, 0.2010, 62.96
446.5, 0.2007, 62.99
447.0, 0.2007, 63.00
447.5, 0.2006, 63.01
448.0, 0.2007, 63.00
448.5, 0.2005, 63.03
449.0, 0.2004, 63.03
449.5, 0.2003, 63.05
450.0, 0.2005, 63.02
450.5, 0.2002, 63.07
451.0, 0.2002, 63.07
451.5, 0.2001, 63.08
452.0, 0.2001, 63.08
452.5, 0.2000, 63.10
453.0, 0.1998, 63.12
453.5, 0.1999, 63.11
454.0, 0.1999, 63.10
454.5, 0.1998, 63.12
455.0, 0.1997, 63.14
455.5, 0.1995, 63.16
456.0, 0.1997, 63.14
456.5, 0.1997, 63.14
457.0, 0.1995, 63.17
457.5, 0.1994, 63.19
458.0, 0.1994, 63.18
458.5, 0.1993, 63.20
459.0, 0.1994, 63.18
459.5, 0.1993, 63.20
460.0, 0.1991, 63.23
460.5, 0.1991, 63.23
461.0, 0.1991, 63.23
461.5, 0.1990, 63.25
462.0, 0.1989, 63.25
462.5, 0.1989, 63.26
463.0, 0.1988, 63.27
463.5, 0.1988, 63.27
464.0, 0.1989, 63.26
464.5, 0.1986, 63.29
465.0, 0.1986, 63.30
465.5, 0.1986, 63.30
466.0, 0.1986, 63.29
466.5, 0.1986, 63.30
467.0, 0.1985, 63.31
467.5, 0.1984, 63.33
468.0, 0.1983, 63.34
468.5, 0.1984, 63.32
469.0, 0.1983, 63.34
469.5, 0.1982, 63.36
470.0, 0.1981, 63.37
470.5, 0.1982, 63.36
471.0, 0.1982, 63.36
471.5, 0.1981, 63.37
472.0, 0.1980, 63.38
472.5, 0.1979, 63.40
473.0, 0.1978, 63.41
473.5, 0.1979, 63.40
474.0, 0.1978, 63.41
474.5, 0.1977, 63.43
475.0, 0.1976, 63.44
475.5, 0.1976, 63.44
476.0, 0.1976, 63.45
476.5, 0.1976, 63.45
477.0, 0.1975, 63.46
477.5, 0.1975, 63.46
478.0, 0.1975, 63.47
478.5, 0.1975, 63.46
479.0, 0.1974, 63.48
479.5, 0.1972, 63.50
480.0, 0.1972, 63.50
480.5, 0.1972, 63.51
481.0, 0.1972, 63.50
481.5, 0.1971, 63.52
482.0, 0.1972, 63.50
482.5, 0.1970, 63.53
483.0, 0.1970, 63.53
483.5, 0.1970, 63.53
484.0, 0.1969, 63.54
484.5, 0.1968, 63.57
485.0, 0.1967, 63.57
485.5, 0.1968, 63.56
486.0, 0.1968, 63.57
486.5, 0.1967, 63.57
487.0, 0.1967, 63.58
487.5, 0.1966, 63.59
488.0, 0.1967, 63.58
488.5, 0.1966, 63.60
489.0, 0.1965, 63.61
489.5, 0.1964, 63.62
490.0, 0.1965, 63.61
490.5, 0.1964, 63.62
491.0, 0.1964, 63.62
491.5, 0.1963, 63.64
492.0, 0.1963, 63.64
492.5, 0.1962, 63.65
493.0, 0.1963, 63.64
493.5, 0.1962, 63.65
494.0, 0.1961, 63.67
494.5, 0.1960, 63.68
495.0, 0.1959, 63.69
495.5, 0.1960, 63.68
496.0, 0.1960, 63.69
496.5, 0.1959, 63.70
497.0, 0.1958, 63.70
497.5, 0.1958, 63.71
498.0, 0.1958, 63.71
498.5, 0.1957, 63.72
499.0, 0.1956, 63.74
499.5, 0.1956, 63.74
500.0, 0.1955, 63.75
500.5, 0.1955, 63.75
501.0, 0.1956, 63.74
501.5, 0.1955, 63.75
502.0, 0.1955, 63.76
502.5, 0.1954, 63.77
503.0, 0.1954, 63.76
503.5, 0.1953, 63.78
504.0, 0.1952, 63.79
504.5, 0.1952, 63.80
505.0, 0.1953, 63.78
505.5, 0.1952, 63.79
506.0, 0.1952, 63.80
506.5, 0.1952, 63.80
507.0, 0.1952, 63.79
507.5, 0.1952, 63.80
508.0, 0.1952, 63.80
508.5, 0.1951, 63.82
509.0, 0.1951, 63.82
509.5, 0.1949, 63.84
510.0, 0.1951, 63.82
510.5, 0.1951, 63.82
511.0, 0.1950, 63.83
511.5, 0.1949, 63.85
512.0, 0.1949, 63.84
512.5, 0.1950, 63.83
513.0, 0.1950, 63.82
513.5, 0.1949, 63.84
514.0, 0.1948, 63.86
514.5, 0.1948, 63.86
515.0, 0.1949, 63.84
515.5, 0.1948, 63.86
516.0, 0.1948, 63.86
516.5, 0.1945, 63.89
517.0, 0.1947, 63.88
517.5, 0.1946, 63.89
518.0, 0.1946, 63.89
518.5, 0.1946, 63.89
519.0, 0.1946, 63.89
519.5, 0.1945, 63.90
520.0, 0.1946, 63.89
520.5, 0.1945, 63.89
521.0, 0.1944, 63.91
521.5, 0.1944, 63.92
522.0, 0.1943, 63.92
522.5, 0.1944, 63.91
523.0, 0.1943, 63.93
523.5, 0.1942, 63.95
524.0, 0.1943, 63.93
524.5, 0.1943, 63.93
525.0, 0.1942, 63.94
525.5, 0.1942, 63.95
526.0, 0.1942, 63.94
526.5, 0.1942, 63.95
527.0, 0.1941, 63.96
527.5, 0.1941, 63.97
528.0, 0.1940, 63.97
528.5, 0.1940, 63.97
529.0, 0.1941, 63.96
529.5, 0.1942, 63.95
530.0, 0.1941, 63.96
530.5, 0.1941, 63.96
531.0, 0.1939, 63.99
531.5, 0.1940, 63.97
532.0, 0.1940, 63.98
532.5, 0.1940, 63.98
533.0, 0.1939, 63.98
533.5, 0.1938, 64.00
534.0, 0.1939, 63.99
534.5, 0.1939, 63.99
535.0, 0.1939, 63.99
535.5, 0.1938, 64.00
536.0, 0.1938, 64.01
536.5, 0.1938, 64.01
537.0, 0.1938, 64.00
537.5, 0.1938, 64.00
538.0, 0.1937, 64.02
538.5, 0.1936, 64.03
539.0, 0.1937, 64.01
539.5, 0.1936, 64.03
540.0, 0.1938, 64.01
540.5, 0.1935, 64.04
541.0, 0.1936, 64.03
541.5, 0.1936, 64.03
542.0, 0.1937, 64.02
542.5, 0.1936, 64.04
543.0, 0.1935, 64.04
543.5, 0.1935, 64.05
544.0, 0.1934, 64.06
544.5, 0.1936, 64.04
545.0, 0.1935, 64.05
545.5, 0.1934, 64.06
546.0, 0.1934, 64.06
546.5, 0.1933, 64.07
547.0, 0.1934, 64.06
547.5, 0.1934, 64.07
548.0, 0.1934, 64.07
548.5, 0.1933, 64.07
549.0, 0.1934, 64.07
549.5, 0.1934, 64.06
550.0, 0.1934, 64.07
550.5, 0.1933, 64.08
551.0, 0.1933, 64.08
551.5, 0.1932, 64.10
552.0, 0.1932, 64.09
552.5, 0.1931, 64.10
553.0, 0.1931, 64.10
553.5, 0.1931, 64.11
554.0, 0.1931, 64.11
554.5, 0.1931, 64.11
555.0, 0.1930, 64.12
555.5, 0.1930, 64.12
556.0, 0.1930, 64.12
556.5, 0.1930, 64.12
557.0, 0.1930, 64.13
557.5, 0.1930, 64.12
558.0, 0.1930, 64.13
558.5, 0.1930, 64.12
559.0, 0.1929, 64.13
559.5, 0.1929, 64.14
560.0, 0.1929, 64.13
560.5, 0.1928, 64.14
561.0, 0.1928, 64.14
561.5, 0.1927, 64.16
562.0, 0.1927, 64.17
562.5, 0.1927, 64.16
563.0, 0.1927, 64.16
563.5, 0.1927, 64.16
564.0, 0.1927, 64.17
564.5, 0.1926, 64.18
565.0, 0.1926, 64.18
565.5, 0.1926, 64.18
566.0, 0.1926, 64.18
566.5, 0.1925, 64.19
567.0, 0.1925, 64.19
567.5, 0.1925, 64.19
568.0, 0.1925, 64.19
568.5, 0.1926, 64.19
569.0, 0.1924, 64.20
569.5, 0.1925, 64.20
570.0, 0.1925, 64.19
570.5, 0.1925, 64.19
571.0, 0.1924, 64.21
571.5, 0.1924, 64.21
572.0, 0.1923, 64.22
572.5, 0.1924, 64.21
573.0, 0.1924, 64.21
573.5, 0.1924, 64.21
574.0, 0.1923, 64.23
574.5, 0.1923, 64.22
575.0, 0.1923, 64.22
575.5, 0.1922, 64.24
576.0, 0.1923, 64.23
576.5, 0.1921, 64.25
577.0, 0.1922, 64.24
577.5, 0.1921, 64.25
578.0, 0.1922, 64.25
578.5, 0.1913, 64.37
579.0, 0.1913, 64.37
579.5, 0.1913, 64.37
580.0, 0.1915, 64.35
580.5, 0.1914, 64.35
581.0, 0.1914, 64.35
581.5, 0.1914, 64.35
582.0, 0.1915, 64.35
582.5, 0.1916, 64.33
583.0, 0.1916, 64.33
583.5, 0.1917, 64.32
584.0, 0.1917, 64.32
584.5, 0.1917, 64.32
585.0, 0.1917, 64.32
585.5, 0.1918, 64.30
586.0, 0.1919, 64.28
586.5, 0.1920, 64.28
587.0, 0.1919, 64.29
587.5, 0.1918, 64.30
588.0, 0.1918, 64.30
588.5, 0.1918, 64.30
589.0, 0.1920, 64.27
589.5, 0.1918, 64.30
590.0, 0.1917, 64.31
590.5, 0.1917, 64.31
591.0, 0.1919, 64.29
591.5, 0.1918, 64.30
592.0, 0.1918, 64.30
592.5, 0.1918, 64.31
593.0, 0.1917, 64.31
593.5, 0.1917, 64.31
594.0, 0.1917, 64.31
594.5, 0.1917, 64.32
595.0, 0.1916, 64.33
595.5, 0.1916, 64.33
596.0, 0.1918, 64.30
596.5, 0.1917, 64.32
597.0, 0.1916, 64.33
597.5, 0.1915, 64.34
598.0, 0.1916, 64.32
598.5, 0.1917, 64.32
599.0, 0.1916, 64.33
599.5, 0.1916, 64.33
600.0, 0.1915, 64.34
600.5, 0.1915, 64.34
601.0, 0.1917, 64.32
601.5, 0.1916, 64.33
602.0, 0.1916, 64.33
602.5, 0.1915, 64.34
603.0, 0.1914, 64.35
603.5, 0.1915, 64.34
604.0, 0.1914, 64.35
604.5, 0.1914, 64.36
605.0, 0.1914, 64.36
605.5, 0.1914, 64.36
606.0, 0.1915, 64.35
606.5, 0.1915, 64.35
607.0, 0.1913, 64.37
607.5, 0.1914, 64.36
608.0, 0.1914, 64.36
608.5, 0.1913, 64.37
609.0, 0.1913, 64.37
609.5, 0.1913, 64.37
610.0, 0.1913, 64.37
610.5, 0.1913, 64.37
611.0, 0.1913, 64.38
611.5, 0.1912, 64.38
612.0, 0.1912, 64.39
612.5, 0.1912, 64.39
613.0, 0.1912, 64.39
613.5, 0.1912, 64.38
614.0, 0.1912, 64.39
614.5, 0.1912, 64.39
615.0, 0.1912, 64.38
615.5, 0.1912, 64.39
616.0, 0.1912, 64.39
616.5, 0.1911, 64.40
617.0, 0.1911, 64.40
617.5, 0.1911, 64.40
618.0, 0.1911, 64.41
618.5, 0.1911, 64.41
619.0, 0.1911, 64.41
619.5, 0.1911, 64.41
620.0, 0.1911, 64.41
620.5, 0.1910, 64.42
621.0, 0.1910, 64.42
621.5, 0.1910, 64.41
622.0, 0.1910, 64.42
622.5, 0.1910, 64.42
623.0, 0.1909, 64.43
623.5, 0.1910, 64.42
624.0, 0.1909, 64.43
624.5, 0.1910, 64.42
625.0, 0.1909, 64.43
625.5, 0.1909, 64.43
626.0, 0.1909, 64.43
626.5, 0.1908, 64.44
627.0, 0.1910, 64.42
627.5, 0.1909, 64.44
628.0, 0.1909, 64.44
628.5, 0.1908, 64.44
629.0, 0.1908, 64.45
629.5, 0.1907, 64.45
630.0, 0.1908, 64.44
630.5, 0.1908, 64.45
631.0, 0.1907, 64.46
631.5, 0.1907, 64.47
632.0, 0.1906, 64.48
632.5, 0.1905, 64.49
633.0, 0.1906, 64.47
633.5, 0.1905, 64.49
634.0, 0.1905, 64.49
634.5, 0.1905, 64.49
635.0, 0.1905, 64.50
635.5, 0.1905, 64.49
636.0, 0.1905, 64.49
636.5, 0.1905, 64.49
637.0, 0.1903, 64.52
637.5, 0.1905, 64.50
638.0, 0.1904, 64.51
638.5, 0.1904, 64.50
639.0, 0.1904, 64.51
639.5, 0.1904, 64.51
640.0, 0.1904, 64.50
640.5, 0.1904, 64.51
641.0, 0.1904, 64.51
641.5, 0.1903, 64.53
642.0, 0.1903, 64.51
642.5, 0.1904, 64.51
643.0, 0.1903, 64.52
643.5, 0.1903, 64.52
644.0, 0.1903, 64.52
644.5, 0.1903, 64.53
645.0, 0.1904, 64.51
645.5, 0.1903, 64.52
646.0, 0.1903, 64.52
646.5, 0.1902, 64.54
647.0, 0.1902, 64.53
647.5, 0.1902, 64.54
648.0, 0.1902, 64.54
648.5, 0.1902, 64.53
