Sample Name, Sample-3
Time, March 20 14:58:03 2023
Operator, Smith
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 0.5nm
Sample Filter, 5
memo, 
391.5, 0.1809, 65.94
392.0, 0.1807, 65.97
392.5, 0.1806, 65.98
393.0, 0.1806, 65.98
393.5, 0.1804, 66.00
394.0, 0.1804, 66.01
394.5, 0.1801, 66.05
395.0, 0.1800, 66.07
395.5, 0.1799, 66.08
396.0, 0.1799, 66.08
396.5, 0.1799, 66.09
397.0, 0.1798, 66.10
397.5, 0.1795, 66.14
398.0, 0.1794, 66.15
398.5, 0.1794, 66.17
399.0, 0.1793, 66.17
399.5, 0.1792, 66.18
400.0, 0.1790, 66.22
400.5, 0.1789, 66.24
401.0, 0.1789, 66.24
401.5, 0.1788, 66.25
402.0, 0.1787, 66.27
402.5, 0.1786, 66.28
403.0, 0.1786, 66.28
403.5, 0.1784, 66.31
404.0, 0.1784, 66.31
404.5, 0.1783, 66.34
405.0, 0.1782, 66.35
405.5, 0.1781, 66.37
406.0, 0.1780, 66.37
406.5, 0.1780, 66.38
407.0, 0.1779, 66.40
407.5, 0.1778, 66.41
408.0, 0.1778, 66.41
408.5, 0.1776, 66.43
409.0, 0.1776, 66.44
409.5, 0.1775, 66.46
410.0, 0.1774, 66.47
410.5, 0.1773, 66.49
411.0, 0.1772, 66.49
411.5, 0.1771, 66.51
412.0, 0.1772, 66.50
412.5, 0.1770, 66.53
413.0, 0.1769, 66.55
413.5, 0.1769, 66.55
414.0, 0.1768, 66.56
414.5, 0.1767, 66.57
415.0, 0.1766, 66.60
415.5, 0.1765, 66.60
416.0, 0.1765, 66.61
416.5, 0.1764, 66.63
417.0, 0.1763, 66.64
417.5, 0.1762, 66.65
418.0, 0.1761, 66.66
418.5, 0.1761, 66.66
419.0, 0.1760, 66.68
419.5, 0.1760, 66.69
420.0, 0.1758, 66.71
420.5, 0.1759, 66.70
421.0, 0.1758, 66.72
421.5, 0.1757, 66.72
422.0, 0.1756, 66.74
422.5, 0.1755, 66.75
423.0, 0.1754, 66.77
423.5, 0.1754, 66.77
424.0, 0.1754, 66.78
424.5, 0.1753, 66.78
425.0, 0.1752, 66.81
425.5, 0.1752, 66.80
426.0, 0.1751, 66.81
426.5, 0.1751, 66.82
427.0, 0.1750, 66.83
427.5, 0.1750, 66.84
428.0, 0.1749, 66.85
428.5, 0.1749, 66.86
429.0, 0.1748, 66.87
429.5, 0.1747, 66.88
430.0, 0.1746, 66.89
430.5, 0.1746, 66.89
431.0, 0.1746, 66.90
431.5, 0.1745, 66.91
432.0, 0.1745, 66.92
432.5, 0.1744, 66.92
433.0, 0.1743, 66.94
433.5, 0.1743, 66.94
434.0, 0.1743, 66.94
434.5, 0.1742, 66.95
435.0, 0.1742, 66.96
435.5, 0.1741, 66.97
436.0, 0.1740, 66.98
436.5, 0.1741, 66.97
437.0, 0.1740, 66.99
437.5, 0.1739, 67.00
438.0, 0.1739, 67.01
438.5, 0.1738, 67.02
439.0, 0.1738, 67.02
439.5, 0.1738, 67.03
440.0, 0.1737, 67.04
440.5, 0.1736, 67.05
441.0, 0.1736, 67.05
441.5, 0.1736, 67.05
442.0, 0.1735, 67.07
442.5, 0.1735, 67.07
443.0, 0.1733, 67.10
443.5, 0.1733, 67.09
444.0, 0.1733, 67.10
444.5, 0.1732, 67.11
445.0, 0.1732, 67.12
445.5, 0.1730, 67.14
446.0, 0.1731, 67.13
446.5, 0.1731, 67.13
447.0, 0.1731, 67.13
447.5, 0.1730, 67.15
448.0, 0.1730, 67.15
448.5, 0.1730, 67.15
449.0, 0.1729, 67.15
449.5, 0.1729, 67.15
450.0, 0.1730, 67.15
450.5, 0.1728, 67.17
451.0, 0.1729, 67.16
451.5, 0.1728, 67.18
452.0, 0.1726, 67.20
452.5, 0.1726, 67.21
453.0, 0.1726, 67.21
453.5, 0.1725, 67.22
454.0, 0.1725, 67.21
454.5, 0.1724, 67.24
455.0, 0.1724, 67.23
455.5, 0.1723, 67.25
456.0, 0.1724, 67.23
456.5, 0.1723, 67.25
457.0, 0.1722, 67.26
457.5, 0.1721, 67.28
458.0, 0.1722, 67.27
458.5, 0.1721, 67.28
459.0, 0.1720, 67.29
459.5, 0.1720, 67.30
460.0, 0.1720, 67.29
460.5, 0.1719, 67.31
461.0, 0.1718, 67.32
461.5, 0.1718, 67.33
462.0, 0.1718, 67.33
462.5, 0.1718, 67.33
463.0, 0.1716, 67.35
463.5, 0.1716, 67.36
464.0, 0.1715, 67.38
464.5, 0.1715, 67.37
465.0, 0.1715, 67.38
465.5, 0.1715, 67.37
466.0, 0.1715, 67.38
466.5, 0.1713, 67.40
467.0, 0.1713, 67.41
467.5, 0.1713, 67.40
468.0, 0.1713, 67.40
468.5, 0.1713, 67.41
469.0, 0.1712, 67.43
469.5, 0.1712, 67.43
470.0, 0.1712, 67.42
470.5, 0.1711, 67.44
471.0, 0.1710, 67.46
471.5, 0.1710, 67.46
472.0, 0.1710, 67.45
472.5, 0.1710, 67.46
473.0, 0.1709, 67.47
473.5, 0.1709, 67.46
474.0, 0.1708, 67.48
474.5, 0.1708, 67.49
475.0, 0.1708, 67.48
475.5, 0.1707, 67.50
476.0, 0.1706, 67.51
476.5, 0.1706, 67.52
477.0, 0.1705, 67.52
477.5, 0.1706, 67.52
478.0, 0.1705, 67.53
478.5, 0.1705, 67.53
479.0, 0.1705, 67.53
479.5, 0.1704, 67.54
480.0, 0.1704, 67.54
480.5, 0.1704, 67.55
481.0, 0.1703, 67.56
481.5, 0.1702, 67.57
482.0, 0.1702, 67.57
482.5, 0.1703, 67.57
483.0, 0.1703, 67.57
483.5, 0.1701, 67.59
484.0, 0.1702, 67.58
484.5, 0.1701, 67.59
485.0, 0.1701, 67.59
485.5, 0.1700, 67.61
486.0, 0.1699, 67.62
486.5, 0.1699, 67.62
487.0, 0.1699, 67.62
487.5, 0.1699, 67.62
488.0, 0.1699, 67.62
488.5, 0.1698, 67.64
489.0, 0.1699, 67.62
489.5, 0.1698, 67.64
490.0, 0.1698, 67.64
490.5, 0.1697, 67.66
491.0, 0.1697, 67.66
491.5, 0.1696, 67.66
492.0, 0.1697, 67.66
492.5, 0.1697, 67.66
493.0, 0.1696, 67.67
493.5, 0.1696, 67.67
494.0, 0.1696, 67.67
494.5, 0.1695, 67.68
495.0, 0.1695, 67.69
495.5, 0.1694, 67.70
496.0, 0.1694, 67.71
496.5, 0.1694, 67.70
497.0, 0.1694, 67.71
497.5, 0.1694, 67.71
498.0, 0.1692, 67.73
498.5, 0.1692, 67.73
499.0, 0.1692, 67.74
499.5, 0.1692, 67.73
500.0, 0.1691, 67.74
500.5, 0.1691, 67.75
501.0, 0.1690, 67.76
501.5, 0.1690, 67.76
502.0, 0.1690, 67.76
502.5, 0.1690, 67.77
503.0, 0.1689, 67.78
503.5, 0.1690, 67.77
504.0, 0.1689, 67.78
504.5, 0.1689, 67.78
505.0, 0.1689, 67.79
505.5, 0.1688, 67.79
506.0, 0.1689, 67.79
506.5, 0.1689, 67.78
507.0, 0.1689, 67.79
507.5, 0.1688, 67.80
508.0, 0.1687, 67.81
508.5, 0.1687, 67.81
509.0, 0.1688, 67.80
509.5, 0.1687, 67.81
510.0, 0.1687, 67.81
510.5, 0.1686, 67.83
511.0, 0.1688, 67.80
511.5, 0.1688, 67.79
512.0, 0.1688, 67.79
512.5, 0.1687, 67.80
513.0, 0.1687, 67.81
513.5, 0.1687, 67.82
514.0, 0.1687, 67.81
514.5, 0.1686, 67.82
515.0, 0.1686, 67.83
515.5, 0.1686, 67.83
516.0, 0.1686, 67.83
516.5, 0.1686, 67.82
517.0, 0.1685, 67.84
517.5, 0.1685, 67.85
518.0, 0.1684, 67.85
518.5, 0.1685, 67.84
519.0, 0.1685, 67.85
519.5, 0.1685, 67.85
520.0, 0.1684, 67.86
520.5, 0.1683, 67.87
521.0, 0.1683, 67.87
521.5, 0.1684, 67.86
522.0, 0.1684, 67.86
522.5, 0.1683, 67.87
523.0, 0.1682, 67.88
523.5, 0.1682, 67.88
524.0, 0.1682, 67.89
524.5, 0.1682, 67.88
525.0, 0.1681, 67.90
525.5, 0.1682, 67.89
526.0, 0.1682, 67.89
526.5, 0.1683, 67.87
527.0, 0.1682, 67.88
527.5, 0.1682, 67.89
528.0, 0.1683, 67.87
528.5, 0.1683, 67.88
529.0, 0.1683, 67.88
529.5, 0.1682, 67.89
530.0, 0.1682, 67.89
530.5, 0.1683, 67.88
531.0, 0.1683, 67.87
531.5, 0.1683, 67.87
532.0, 0.1682, 67.88
532.5, 0.1682, 67.89
533.0, 0.1681, 67.90
533.5, 0.1683, 67.88
534.0, 0.1682, 67.88
534.5, 0.1681, 67.90
535.0, 0.1681, 67.91
535.5, 0.1681, 67.90
536.0, 0.1683, 67.88
536.5, 0.1681, 67.90
537.0, 0.1681, 67.91
537.5, 0.1680, 67.93
538.0, 0.1681, 67.90
538.5, 0.1681, 67.91
539.0, 0.1682, 67.90
539.5, 0.1680, 67.93
540.0, 0.1680, 67.92
540.5, 0.1681, 67.91
541.0, 0.1680, 67.91
541.5, 0.1680, 67.91
542.0, 0.1679, 67.93
542.5, 0.1679, 67.93
543.0, 0.1680, 67.93
543.5, 0.1679, 67.93
544.0, 0.1679, 67.93
544.5, 0.1677, 67.96
545.0, 0.1678, 67.95
545.5, 0.1678, 67.96
546.0, 0.1678, 67.95
546.5, 0.1677, 67.96
547.0, 0.1677, 67.96
547.5, 0.1677, 67.97
548.0, 0.1677, 67.96
548.5, 0.1676, 67.98
549.0, 0.1676, 67.99
549.5, 0.1675, 67.99
550.0, 0.1676, 67.99
550.5, 0.1675, 67.99
551.0, 0.1674, 68.01
551.5, 0.1674, 68.01
552.0, 0.1674, 68.02
552.5, 0.1674, 68.02
553.0, 0.1674, 68.01
553.5, 0.1674, 68.02
554.0, 0.1674, 68.02
554.5, 0.1672, 68.04
555.0, 0.1673, 68.03
555.5, 0.1672, 68.04
556.0, 0.1672, 68.04
556.5, 0.1672, 68.05
557.0, 0.1672, 68.04
557.5, 0.1672, 68.04
558.0, 0.1672, 68.05
558.5, 0.1671, 68.05
559.0, 0.1671, 68.06
559.5, 0.1672, 68.05
560.0, 0.1670, 68.07
560.5, 0.1671, 68.06
561.0, 0.1670, 68.07
561.5, 0.1670, 68.07
562.0, 0.1670, 68.07
562.5, 0.1670, 68.07
563.0, 0.1671, 68.07
563.5, 0.1670, 68.08
564.0, 0.1670, 68.08
564.5, 0.1670, 68.08
565.0, 0.1671, 68.06
565.5, 0.1669, 68.09
566.0, 0.1670, 68.07
566.5, 0.1669, 68.10
567.0, 0.1670, 68.08
567.5, 0.1670, 68.08
568.0, 0.1669, 68.09
568.5, 0.1669, 68.10
569.0, 0.1669, 68.10
569.5, 0.1668, 68.11
570.0, 0.1668, 68.11
570.5, 0.1667, 68.12
571.0, 0.1668, 68.11
571.5, 0.1668, 68.11
572.0, 0.1668, 68.10
572.5, 0.1668, 68.11
573.0, 0.1666, 68.14
573.5, 0.1668, 68.11
574.0, 0.1667, 68.12
574.5, 0.1667, 68.12
575.0, 0.1667, 68.13
575.5, 0.1667, 68.12
576.0, 0.1666, 68.14
576.5, 0.1666, 68.13
577.0, 0.1666, 68.15
577.5, 0.1667, 68.12
578.0, 0.1665, 68.15
578.5, 0.1657, 68.28
579.0, 0.1659, 68.25
579.5, 0.1658, 68.27
580.0, 0.1659, 68.25
580.5, 0.1658, 68.26
581.0, 0.1660, 68.23
581.5, 0.1661, 68.22
582.0, 0.1662, 68.21
582.5, 0.1662, 68.21
583.0, 0.1662, 68.19
583.5, 0.1663, 68.18
584.0, 0.1664, 68.17
584.5, 0.1664, 68.17
585.0, 0.1665, 68.16
585.5, 0.1663, 68.19
586.0, 0.1663, 68.19
586.5, 0.1662, 68.21
587.0, 0.1662, 68.20
587.5, 0.1664, 68.18
588.0, 0.1664, 68.17
588.5, 0.1662, 68.21
589.0, 0.1662, 68.20
589.5, 0.1662, 68.19
590.0, 0.1662, 68.20
590.5, 0.1663, 68.19
591.0, 0.1663, 68.19
591.5, 0.1662, 68.20
592.0, 0.1661, 68.21
592.5, 0.1661, 68.21
593.0, 0.1662, 68.21
593.5, 0.1660, 68.23
594.0, 0.1661, 68.22
594.5, 0.1661, 68.22
595.0, 0.1660, 68.23
595.5, 0.1660, 68.23
596.0, 0.1659, 68.25
596.5, 0.1659, 68.25
597.0, 0.1659, 68.25
597.5, 0.1659, 68.25
598.0, 0.1659, 68.25
598.5, 0.1658, 68.27
599.0, 0.1658, 68.26
599.5, 0.1659, 68.25
600.0, 0.1658, 68.26
600.5, 0.1657, 68.28
601.0, 0.1656, 68.29
601.5, 0.1657, 68.28
602.0, 0.1657, 68.28
602.5, 0.1656, 68.29
603.0, 0.1657, 68.28
603.5, 0.1655, 68.31
604.0, 0.1656, 68.29
604.5, 0.1655, 68.31
605.0, 0.1656, 68.30
605.5, 0.1655, 68.31
606.0, 0.1655, 68.32
606.5, 0.1655, 68.32
607.0, 0.1654, 68.32
607.5, 0.1654, 68.32
608.0, 0.1654, 68.34
608.5, 0.1654, 68.33
609.0, 0.1654, 68.33
609.5, 0.1654, 68.33
610.0, 0.1653, 68.34
610.5, 0.1653, 68.34
611.0, 0.1652, 68.36
611.5, 0.1653, 68.34
612.0, 0.1653, 68.35
612.5, 0.1652, 68.35
613.0, 0.1652, 68.35
613.5, 0.1652, 68.36
614.0, 0.1652, 68.36
614.5, 0.1652, 68.37
615.0, 0.1651, 68.37
615.5, 0.1652, 68.37
616.0, 0.1651, 68.37
616.5, 0.1651, 68.38
617.0, 0.1651, 68.37
617.5, 0.1650, 68.38
618.0, 0.1651, 68.37
618.5, 0.1651, 68.38
619.0, 0.1652, 68.37
619.5, 0.1651, 68.37
620.0, 0.1651, 68.38
620.5, 0.1650, 68.39
621.0, 0.1651, 68.38
621.5, 0.1650, 68.39
622.0, 0.1651, 68.38
622.5, 0.1650, 68.40
623.0, 0.1650, 68.39
623.5, 0.1650, 68.39
624.0, 0.1649, 68.40
624.5, 0.1649, 68.41
625.0, 0.1649, 68.41
625.5, 0.1649, 68.41
626.0, 0.1649, 68.41
626.5, 0.1649, 68.40
627.0, 0.1648, 68.43
627.5, 0.1649, 68.41
628.0, 0.1647, 68.43
628.5, 0.1649, 68.41
629.0, 0.1647, 68.43
629.5, 0.1649, 68.41
630.0, 0.1647, 68.44
630.5, 0.1648, 68.42
631.0, 0.1647, 68.44
631.5, 0.1647, 68.44
632.0, 0.1647, 68.44
632.5, 0.1648, 68.43
633.0, 0.1646, 68.45
633.5, 0.1647, 68.44
634.0, 0.1646, 68.45
634.5, 0.1647, 68.44
635.0, 0.1646, 68.45
635.5, 0.1646, 68.45
636.0, 0.1646, 68.46
636.5, 0.1646, 68.46
637.0, 0.1646, 68.45
637.5, 0.1646, 68.45
638.0, 0.1647, 68.44
638.5, 0.1645, 68.47
639.0, 0.1646, 68.46
639.5, 0.1645, 68.47
640.0, 0.1645, 68.47
640.5, 0.1645, 68.47
641.0, 0.1645, 68.47
641.5, 0.1644, 68.48
642.0, 0.1645, 68.48
642.5, 0.1645, 68.47
643.0, 0.1645, 68.47
643.5, 0.1645, 68.48
644.0, 0.1644, 68.48
644.5, 0.1644, 68.49
645.0, 0.1644, 68.49
645.5, 0.1645, 68.48
646.0, 0.1644, 68.48
646.5, 0.1644, 68.49
647.0, 0.1645, 68.47
647.5, 0.1644, 68.49
648.0, 0.1644, 68.49
648.5, 0.1644, 68.49
