Sample Name, Sample-3
Time, March 10 13:44:13 2023
Operator, Smith
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 0.5nm
Sample Filter, 5
memo, 
317.5, 0.3200, 47.86
318.0, 0.3190, 47.98
318.5, 0.3180, 48.08
319.0, 0.3170, 48.20
319.5, 0.3159, 48.32
320.0, 0.3148, 48.44
320.5, 0.3135, 48.58
321.0, 0.3123, 48.72
321.5, 0.3112, 48.84
322.0, 0.3103, 48.95
322.5, 0.3092, 49.07
323.0, 0.3080, 49.20
323.5, 0.3072, 49.30
324.0, 0.3062, 49.41
324.5, 0.3052, 49.52
325.0, 0.3043, 49.62
325.5, 0.3032, 49.75
326.0, 0.3021, 49.87
326.5, 0.3011, 49.99
327.0, 0.3002, 50.10
327.5, 0.2993, 50.20
328.0, 0.2982, 50.33
328.5, 0.2974, 50.42
329.0, 0.2966, 50.52
329.5, 0.2955, 50.64
330.0, 0.2946, 50.75
330.5, 0.2935, 50.87
331.0, 0.2925, 50.99
331.5, 0.2917, 51.08
332.0, 0.2908, 51.19
332.5, 0.2900, 51.29
333.0, 0.2890, 51.40
333.5, 0.2883, 51.49
334.0, 0.2873, 51.60
334.5, 0.2864, 51.71
335.0, 0.2854, 51.83
335.5, 0.2844, 51.95
336.0, 0.2835, 52.06
336.5, 0.2828, 52.15
337.0, 0.2819, 52.25
337.5, 0.2811, 52.35
338.0, 0.2804, 52.43
338.5, 0.2795, 52.54
339.0, 0.2786, 52.66
339.5, 0.2777, 52.76
340.0, 0.2768, 52.87
340.5, 0.2760, 52.97
341.0, 0.2752, 53.07
341.5, 0.2743, 53.18
342.0, 0.2734, 53.29
342.5, 0.2727, 53.36
343.0, 0.2721, 53.44
343.5, 0.2714, 53.53
344.0, 0.2707, 53.62
344.5, 0.2697, 53.74
345.0, 0.2688, 53.85
345.5, 0.2682, 53.93
346.0, 0.2673, 54.04
346.5, 0.2662, 54.17
347.0, 0.2654, 54.27
347.5, 0.2649, 54.34
348.0, 0.2642, 54.42
348.5, 0.2636, 54.50
349.0, 0.2630, 54.58
349.5, 0.2621, 54.69
350.0, 0.2614, 54.78
350.5, 0.2604, 54.91
351.0, 0.2597, 55.00
351.5, 0.2587, 55.12
352.0, 0.2583, 55.17
352.5, 0.2576, 55.26
353.0, 0.2569, 55.35
353.5, 0.2563, 55.42
354.0, 0.2555, 55.53
354.5, 0.2547, 55.62
355.0, 0.2539, 55.74
355.5, 0.2532, 55.83
356.0, 0.2525, 55.92
356.5, 0.2517, 56.01
357.0, 0.2511, 56.09
357.5, 0.2505, 56.17
358.0, 0.2500, 56.24
358.5, 0.2494, 56.32
359.0, 0.2484, 56.44
359.5, 0.2477, 56.53
360.0, 0.2470, 56.62
360.5, 0.2462, 56.73
361.0, 0.2456, 56.81
361.5, 0.2450, 56.89
362.0, 0.2445, 56.95
362.5, 0.2437, 57.05
363.0, 0.2433, 57.11
363.5, 0.2427, 57.19
364.0, 0.2419, 57.29
364.5, 0.2412, 57.39
365.0, 0.2404, 57.49
365.5, 0.2397, 57.59
366.0, 0.2392, 57.65
366.5, 0.2387, 57.72
367.0, 0.2381, 57.79
367.5, 0.2376, 57.87
368.0, 0.2369, 57.95
368.5, 0.2363, 58.03
369.0, 0.2357, 58.12
369.5, 0.2352, 58.19
370.0, 0.2343, 58.31
370.5, 0.2329, 58.49
371.0, 0.2324, 58.56
371.5, 0.2318, 58.64
372.0, 0.2314, 58.69
372.5, 0.2309, 58.76
373.0, 0.2303, 58.84
373.5, 0.2295, 58.96
374.0, 0.2290, 59.03
374.5, 0.2285, 59.09
375.0, 0.2278, 59.18
375.5, 0.2271, 59.28
376.0, 0.2265, 59.35
376.5, 0.2261, 59.42
377.0, 0.2256, 59.49
377.5, 0.2251, 59.55
378.0, 0.2244, 59.65
378.5, 0.2238, 59.73
379.0, 0.2233, 59.80
379.5, 0.2228, 59.87
380.0, 0.2223, 59.94
380.5, 0.2216, 60.03
381.0, 0.2211, 60.10
381.5, 0.2207, 60.16
382.0, 0.2203, 60.21
382.5, 0.2196, 60.31
383.0, 0.2190, 60.40
383.5, 0.2185, 60.46
384.0, 0.2179, 60.55
384.5, 0.2174, 60.62
385.0, 0.2168, 60.70
385.5, 0.2163, 60.77
386.0, 0.2158, 60.84
386.5, 0.2155, 60.88
387.0, 0.2150, 60.96
387.5, 0.2143, 61.05
388.0, 0.2137, 61.14
388.5, 0.2132, 61.20
389.0, 0.2126, 61.29
389.5, 0.2122, 61.35
390.0, 0.2116, 61.43
390.5, 0.2112, 61.49
391.0, 0.2107, 61.56
391.5, 0.2104, 61.61
392.0, 0.2100, 61.66
392.5, 0.2094, 61.75
393.0, 0.2088, 61.82
393.5, 0.2084, 61.89
394.0, 0.2079, 61.96
394.5, 0.2074, 62.04
395.0, 0.2069, 62.10
395.5, 0.2063, 62.18
396.0, 0.2060, 62.24
396.5, 0.2056, 62.28
397.0, 0.2051, 62.36
397.5, 0.2045, 62.44
398.0, 0.2041, 62.50
398.5, 0.2035, 62.58
399.0, 0.2031, 62.65
399.5, 0.2026, 62.72
400.0, 0.2021, 62.78
400.5, 0.2016, 62.86
401.0, 0.2013, 62.91
401.5, 0.2009, 62.97
402.0, 0.2005, 63.02
402.5, 0.1999, 63.11
403.0, 0.1995, 63.17
403.5, 0.1989, 63.26
404.0, 0.1985, 63.31
404.5, 0.1981, 63.37
405.0, 0.1976, 63.44
405.5, 0.1972, 63.51
406.0, 0.1968, 63.56
406.5, 0.1964, 63.62
407.0, 0.1960, 63.69
407.5, 0.1954, 63.77
408.0, 0.1950, 63.83
408.5, 0.1946, 63.88
409.0, 0.1941, 63.95
409.5, 0.1937, 64.02
410.0, 0.1932, 64.09
410.5, 0.1930, 64.12
411.0, 0.1925, 64.19
411.5, 0.1921, 64.25
412.0, 0.1917, 64.31
412.5, 0.1913, 64.38
413.0, 0.1908, 64.45
413.5, 0.1904, 64.51
414.0, 0.1899, 64.59
414.5, 0.1895, 64.63
415.0, 0.1891, 64.70
415.5, 0.1888, 64.74
416.0, 0.1884, 64.80
416.5, 0.1879, 64.88
417.0, 0.1875, 64.93
417.5, 0.1871, 64.99
418.0, 0.1867, 65.06
418.5, 0.1862, 65.13
419.0, 0.1859, 65.18
419.5, 0.1854, 65.25
420.0, 0.1851, 65.30
420.5, 0.1848, 65.35
421.0, 0.1843, 65.41
421.5, 0.1839, 65.47
422.0, 0.1836, 65.53
422.5, 0.1831, 65.60
423.0, 0.1827, 65.65
423.5, 0.1823, 65.72
424.0, 0.1820, 65.76
424.5, 0.1816, 65.83
425.0, 0.1812, 65.89
425.5, 0.1809, 65.94
426.0, 0.1805, 66.00
426.5, 0.1801, 66.05
427.0, 0.1797, 66.11
427.5, 0.1793, 66.18
428.0, 0.1789, 66.23
428.5, 0.1785, 66.29
429.0, 0.1782, 66.35
429.5, 0.1779, 66.39
430.0, 0.1775, 66.45
430.5, 0.1772, 66.50
431.0, 0.1768, 66.56
431.5, 0.1764, 66.63
432.0, 0.1760, 66.68
432.5, 0.1756, 66.75
433.0, 0.1753, 66.78
433.5, 0.1750, 66.83
434.0, 0.1746, 66.90
434.5, 0.1742, 66.95
435.0, 0.1739, 67.00
435.5, 0.1735, 67.06
436.0, 0.1732, 67.11
436.5, 0.1728, 67.18
437.0, 0.1724, 67.24
437.5, 0.1721, 67.29
438.0, 0.1718, 67.33
438.5, 0.1714, 67.38
439.0, 0.1711, 67.44
439.5, 0.1708, 67.48
440.0, 0.1705, 67.53
440.5, 0.1701, 67.59
441.0, 0.1697, 67.66
441.5, 0.1694, 67.71
442.0, 0.1691, 67.76
442.5, 0.1687, 67.81
443.0, 0.1683, 67.87
443.5, 0.1679, 67.93
444.0, 0.1677, 67.97
444.5, 0.1674, 68.01
445.0, 0.1671, 68.06
445.5, 0.1667, 68.12
446.0, 0.1665, 68.16
446.5, 0.1660, 68.23
447.0, 0.1658, 68.27
447.5, 0.1655, 68.32
448.0, 0.1650, 68.38
448.5, 0.1647, 68.43
449.0, 0.1644, 68.48
449.5, 0.1642, 68.51
450.0, 0.1639, 68.57
450.5, 0.1635, 68.63
451.0, 0.1631, 68.69
451.5, 0.1630, 68.71
452.0, 0.1625, 68.79
452.5, 0.1621, 68.85
453.0, 0.1620, 68.87
453.5, 0.1615, 68.95
454.0, 0.1613, 68.98
454.5, 0.1607, 69.06
455.0, 0.1606, 69.09
455.5, 0.1603, 69.14
456.0, 0.1600, 69.19
456.5, 0.1598, 69.22
457.0, 0.1593, 69.30
457.5, 0.1591, 69.33
458.0, 0.1589, 69.37
458.5, 0.1586, 69.41
459.0, 0.1581, 69.48
459.5, 0.1578, 69.54
460.0, 0.1576, 69.57
460.5, 0.1573, 69.62
461.0, 0.1570, 69.66
461.5, 0.1567, 69.71
462.0, 0.1564, 69.75
462.5, 0.1561, 69.80
463.0, 0.1559, 69.84
463.5, 0.1555, 69.91
464.0, 0.1552, 69.95
464.5, 0.1549, 69.99
465.0, 0.1546, 70.04
465.5, 0.1544, 70.09
466.0, 0.1542, 70.12
466.5, 0.1538, 70.18
467.0, 0.1535, 70.23
467.5, 0.1533, 70.26
468.0, 0.1530, 70.31
468.5, 0.1527, 70.36
469.0, 0.1523, 70.42
469.5, 0.1520, 70.46
470.0, 0.1518, 70.50
470.5, 0.1516, 70.53
471.0, 0.1513, 70.58
471.5, 0.1510, 70.63
472.0, 0.1507, 70.68
472.5, 0.1505, 70.72
473.0, 0.1502, 70.77
473.5, 0.1498, 70.83
474.0, 0.1495, 70.88
474.5, 0.1493, 70.90
475.0, 0.1490, 70.95
475.5, 0.1487, 71.00
476.0, 0.1485, 71.03
476.5, 0.1482, 71.09
477.0, 0.1480, 71.13
477.5, 0.1478, 71.16
478.0, 0.1474, 71.22
478.5, 0.1471, 71.27
479.0, 0.1469, 71.30
479.5, 0.1466, 71.34
480.0, 0.1464, 71.38
480.5, 0.1461, 71.43
481.0, 0.1459, 71.46
481.5, 0.1457, 71.51
482.0, 0.1454, 71.55
482.5, 0.1451, 71.60
483.0, 0.1448, 71.64
483.5, 0.1445, 71.70
484.0, 0.1444, 71.72
484.5, 0.1440, 71.77
485.0, 0.1438, 71.82
485.5, 0.1435, 71.86
486.0, 0.1433, 71.90
486.5, 0.1430, 71.94
487.0, 0.1428, 71.98
487.5, 0.1426, 72.02
488.0, 0.1422, 72.07
488.5, 0.1420, 72.11
489.0, 0.1418, 72.15
489.5, 0.1415, 72.19
490.0, 0.1413, 72.22
490.5, 0.1410, 72.28
491.0, 0.1408, 72.31
491.5, 0.1405, 72.36
492.0, 0.1404, 72.38
492.5, 0.1401, 72.43
493.0, 0.1398, 72.48
493.5, 0.1395, 72.53
494.0, 0.1394, 72.55
494.5, 0.1391, 72.60
495.0, 0.1388, 72.64
495.5, 0.1386, 72.68
496.0, 0.1383, 72.72
496.5, 0.1381, 72.76
497.0, 0.1378, 72.80
497.5, 0.1376, 72.85
498.0, 0.1373, 72.89
498.5, 0.1371, 72.93
499.0, 0.1369, 72.97
499.5, 0.1367, 72.99
500.0, 0.1365, 73.03
500.5, 0.1362, 73.07
501.0, 0.1360, 73.12
501.5, 0.1358, 73.16
502.0, 0.1355, 73.20
502.5, 0.1352, 73.25
503.0, 0.1350, 73.28
503.5, 0.1349, 73.31
504.0, 0.1346, 73.35
504.5, 0.1344, 73.39
505.0, 0.1341, 73.43
505.5, 0.1339, 73.47
506.0, 0.1337, 73.50
506.5, 0.1336, 73.51
507.0, 0.1334, 73.55
507.5, 0.1331, 73.60
508.0, 0.1329, 73.64
508.5, 0.1327, 73.67
509.0, 0.1324, 73.71
509.5, 0.1323, 73.74
510.0, 0.1321, 73.78
510.5, 0.1319, 73.80
511.0, 0.1317, 73.85
511.5, 0.1314, 73.89
512.0, 0.1313, 73.92
512.5, 0.1311, 73.95
513.0, 0.1307, 74.01
513.5, 0.1306, 74.02
514.0, 0.1303, 74.07
514.5, 0.1301, 74.11
515.0, 0.1300, 74.14
515.5, 0.1297, 74.18
516.0, 0.1296, 74.21
516.5, 0.1294, 74.23
517.0, 0.1290, 74.29
517.5, 0.1288, 74.33
518.0, 0.1287, 74.36
518.5, 0.1285, 74.39
519.0, 0.1283, 74.42
519.5, 0.1281, 74.46
520.0, 0.1279, 74.49
520.5, 0.1277, 74.52
521.0, 0.1275, 74.56
521.5, 0.1273, 74.59
522.0, 0.1271, 74.63
522.5, 0.1268, 74.67
523.0, 0.1266, 74.71
523.5, 0.1265, 74.73
524.0, 0.1263, 74.77
524.5, 0.1260, 74.81
525.0, 0.1258, 74.85
525.5, 0.1257, 74.87
526.0, 0.1255, 74.91
526.5, 0.1253, 74.93
527.0, 0.1252, 74.96
527.5, 0.1249, 75.01
528.0, 0.1247, 75.05
528.5, 0.1244, 75.09
529.0, 0.1243, 75.12
529.5, 0.1241, 75.14
530.0, 0.1239, 75.18
530.5, 0.1237, 75.21
531.0, 0.1236, 75.23
531.5, 0.1233, 75.28
532.0, 0.1230, 75.33
532.5, 0.1228, 75.36
533.0, 0.1227, 75.39
533.5, 0.1225, 75.41
534.0, 0.1224, 75.44
534.5, 0.1221, 75.49
535.0, 0.1220, 75.51
535.5, 0.1218, 75.55
536.0, 0.1217, 75.57
536.5, 0.1214, 75.62
537.0, 0.1212, 75.64
537.5, 0.1211, 75.67
538.0, 0.1209, 75.70
538.5, 0.1207, 75.74
539.0, 0.1206, 75.76
539.5, 0.1203, 75.81
540.0, 0.1201, 75.83
540.5, 0.1200, 75.86
541.0, 0.1198, 75.89
541.5, 0.1196, 75.93
542.0, 0.1195, 75.95
542.5, 0.1194, 75.97
543.0, 0.1191, 76.02
543.5, 0.1190, 76.03
544.0, 0.1188, 76.07
544.5, 0.1185, 76.11
545.0, 0.1185, 76.13
545.5, 0.1182, 76.17
546.0, 0.1181, 76.19
546.5, 0.1178, 76.24
547.0, 0.1177, 76.25
547.5, 0.1176, 76.28
548.0, 0.1174, 76.31
548.5, 0.1173, 76.34
549.0, 0.1171, 76.37
549.5, 0.1169, 76.40
550.0, 0.1167, 76.43
550.5, 0.1165, 76.46
551.0, 0.1163, 76.50
551.5, 0.1162, 76.53
552.0, 0.1160, 76.55
552.5, 0.1159, 76.57
553.0, 0.1157, 76.61
553.5, 0.1156, 76.64
554.0, 0.1154, 76.67
554.5, 0.1152, 76.70
555.0, 0.1150, 76.73
555.5, 0.1149, 76.75
556.0, 0.1147, 76.78
556.5, 0.1145, 76.82
557.0, 0.1144, 76.84
557.5, 0.1142, 76.87
558.0, 0.1141, 76.90
558.5, 0.1140, 76.92
559.0, 0.1138, 76.94
559.5, 0.1137, 76.97
560.0, 0.1134, 77.02
560.5, 0.1132, 77.06
561.0, 0.1131, 77.08
561.5, 0.1129, 77.10
562.0, 0.1127, 77.14
562.5, 0.1126, 77.16
563.0, 0.1124, 77.20
563.5, 0.1123, 77.22
564.0, 0.1121, 77.25
564.5, 0.1120, 77.26
565.0, 0.1118, 77.30
565.5, 0.1117, 77.32
566.0, 0.1116, 77.35
566.5, 0.1114, 77.38
567.0, 0.1113, 77.38
567.5, 0.1111, 77.44
568.0, 0.1110, 77.44
568.5, 0.1108, 77.48
569.0, 0.1107, 77.49
569.5, 0.1105, 77.54
570.0, 0.1103, 77.57
570.5, 0.1101, 77.61
571.0, 0.1100, 77.63
571.5, 0.1099, 77.65
572.0, 0.1097, 77.67
572.5, 0.1095, 77.71
573.0, 0.1093, 77.74
573.5, 0.1094, 77.73
574.0, 0.1092, 77.77
574.5, 0.1090, 77.80
575.0, 0.1089, 77.83
575.5, 0.1087, 77.86
576.0, 0.1086, 77.87
576.5, 0.1085, 77.89
577.0, 0.1084, 77.91
577.5, 0.1082, 77.95
578.0, 0.1080, 77.98
578.5, 0.1073, 78.11
579.0, 0.1072, 78.12
579.5, 0.1071, 78.15
580.0, 0.1069, 78.18
580.5, 0.1067, 78.21
581.0, 0.1067, 78.22
581.5, 0.1065, 78.24
582.0, 0.1065, 78.26
582.5, 0.1063, 78.30
583.0, 0.1061, 78.32
583.5, 0.1060, 78.35
584.0, 0.1058, 78.38
584.5, 0.1057, 78.40
585.0, 0.1056, 78.42
585.5, 0.1056, 78.42
586.0, 0.1054, 78.45
586.5, 0.1051, 78.50
587.0, 0.1050, 78.53
587.5, 0.1050, 78.52
588.0, 0.1050, 78.53
588.5, 0.1047, 78.57
589.0, 0.1047, 78.58
589.5, 0.1043, 78.64
590.0, 0.1043, 78.65
590.5, 0.1041, 78.68
591.0, 0.1041, 78.69
591.5, 0.1039, 78.72
592.0, 0.1037, 78.76
592.5, 0.1036, 78.77
593.0, 0.1036, 78.78
593.5, 0.1034, 78.82
594.0, 0.1032, 78.85
594.5, 0.1030, 78.88
595.0, 0.1030, 78.89
595.5, 0.1029, 78.90
596.0, 0.1028, 78.93
596.5, 0.1025, 78.97
597.0, 0.1024, 78.99
597.5, 0.1023, 79.01
598.0, 0.1022, 79.02
598.5, 0.1022, 79.04
599.0, 0.1019, 79.08
599.5, 0.1019, 79.08
600.0, 0.1017, 79.12
600.5, 0.1017, 79.12
601.0, 0.1015, 79.16
601.5, 0.1014, 79.18
602.0, 0.1012, 79.21
602.5, 0.1010, 79.25
603.0, 0.1009, 79.28
603.5, 0.1008, 79.29
604.0, 0.1006, 79.32
604.5, 0.1006, 79.32
605.0, 0.1004, 79.36
605.5, 0.1003, 79.37
606.0, 0.1002, 79.40
606.5, 0.1000, 79.43
607.0, 0.1000, 79.44
607.5, 0.0999, 79.46
608.0, 0.0998, 79.47
608.5, 0.0996, 79.51
609.0, 0.0994, 79.54
609.5, 0.0993, 79.55
610.0, 0.0993, 79.56
610.5, 0.0991, 79.60
611.0, 0.0989, 79.63
611.5, 0.0989, 79.64
612.0, 0.0987, 79.68
612.5, 0.0986, 79.69
613.0, 0.0985, 79.71
613.5, 0.0984, 79.72
614.0, 0.0982, 79.77
614.5, 0.0982, 79.76
615.0, 0.0981, 79.79
615.5, 0.0979, 79.82
616.0, 0.0978, 79.84
616.5, 0.0977, 79.86
617.0, 0.0975, 79.88
617.5, 0.0974, 79.91
618.0, 0.0973, 79.92
618.5, 0.0972, 79.95
619.0, 0.0971, 79.97
619.5, 0.0970, 79.99
620.0, 0.0969, 80.01
620.5, 0.0967, 80.04
621.0, 0.0966, 80.05
621.5, 0.0965, 80.08
622.0, 0.0964, 80.10
622.5, 0.0963, 80.11
623.0, 0.0961, 80.14
623.5, 0.0960, 80.17
624.0, 0.0959, 80.19
624.5, 0.0958, 80.20
625.0, 0.0957, 80.23
625.5, 0.0956, 80.25
626.0, 0.0955, 80.27
626.5, 0.0954, 80.28
627.0, 0.0952, 80.32
627.5, 0.0951, 80.33
628.0, 0.0951, 80.33
628.5, 0.0949, 80.37
629.0, 0.0948, 80.39
629.5, 0.0947, 80.41
630.0, 0.0946, 80.43
630.5, 0.0944, 80.46
631.0, 0.0944, 80.47
631.5, 0.0942, 80.49
632.0, 0.0941, 80.52
632.5, 0.0939, 80.55
633.0, 0.0940, 80.54
633.5, 0.0939, 80.56
634.0, 0.0937, 80.59
634.5, 0.0936, 80.60
635.0, 0.0934, 80.64
635.5, 0.0934, 80.66
636.0, 0.0933, 80.67
636.5, 0.0932, 80.69
637.0, 0.0930, 80.72
637.5, 0.0929, 80.73
638.0, 0.0929, 80.74
638.5, 0.0927, 80.78
639.0, 0.0926, 80.80
639.5, 0.0925, 80.82
640.0, 0.0924, 80.83
640.5, 0.0923, 80.85
641.0, 0.0922, 80.87
641.5, 0.0921, 80.89
642.0, 0.0920, 80.92
642.5, 0.0919, 80.94
643.0, 0.0918, 80.94
643.5, 0.0917, 80.96
644.0, 0.0916, 80.98
644.5, 0.0915, 81.00
645.0, 0.0914, 81.02
645.5, 0.0912, 81.05
646.0, 0.0911, 81.07
646.5, 0.0910, 81.09
647.0, 0.0910, 81.10
647.5, 0.0908, 81.13
648.0, 0.0907, 81.14
648.5, 0.0906, 81.17
